file_path,disposition,family,normalized_candidate_path
期现成对下单_Public.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
现货买入一直占据买一插件.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于多指标集成和智能风控的量化交易系统-Multi-Indicator-Integration-and-Intelligent-Risk-Control-Quantitative-Trading-System.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多空动态跟踪策略Trend-Following-Long-Only-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多图表例子数据可下载为csv等表格Multiple-charts-example.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
二次拟合交易信号策略Quadratic-Fitting-Trading-Signals-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Pair-trading-strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
现货平衡策略-001v.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多信号组合自适应交易策略-Multi-Signal-Adaptive-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
企业微信群机器人消息推送.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
测试托管者与交易所服务器的真实网络延迟-支持同时测试多个交易所.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
金融市场多维趋势跟踪金字塔式交易策略Multi-Dimensional-Trend-Following-Pyramid-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
账户余额变动邮箱提醒-支持添加多个交易所.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
收盘买开盘卖策略Closing-Position-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双重趋势追踪量化策略Combo-Quantitative-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于动态通道突破策略Dynamic-Channel-Breakthrough-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
火币U合约资金划转插件.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
使用-BotVS-构建一个机械化策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
每1分钟统计各个平台间的差价by-JackConan.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多维度黄金周五异常策略分析系统-Multi-dimensional-Gold-Friday-Anomaly-Strategy-Analysis-System.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于一小时TENKAN-KIJUN交叉的ADX趋势跟踪策略ADX-Based-One-Hour-TENKAN-KIJUN-Cross-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双内含与趋势策略Double-Inside-Bar-Trend-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多因子融合策略Multi-factor-Fusion-Strategy-Multi-factor-Fusion-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
动向指标DMI交易策略Directional-Movement-Index-DMI-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于间隔交易策略Spaced-Out-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于双向运动量指数策略Overlay-Trend-Signals-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重指标组合策略Combo-Strategy-with-Multiple-Indicators.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
60行三角对冲策略教学.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
SummerPlot10.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
期货反手加倍算法.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
转换任意K线周期.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于支点和斜率的实时趋势线交易-Real-time-Trendline-Trading-Based-on-Pivot-Points-and-Slope.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
CTA策略之商品期货简易马丁格尔.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重指标交叉动态仓位波动率自适应量化交易策略-Multi-Indicator-Dynamic-Position-Size-Volatility-Adaptive-Quantitative-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
SSS.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
bollmaboll.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
交易所上新币第一时间挂单机器人.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
条件开仓马丁.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Binance-buy-and-sell-statistics币安买卖统计.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重波动趋势追踪价格变化分析策略-Multi-Wave-Trend-Following-Price-Analysis-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多因子策略Multi-factor-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于Chaikin资金流量CMF指标策略This-strategy-generates-trading-signals-based-on-the-Chaikin-Money-Flow-CMF.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
彩虹震荡器交易策略Rainbow-Oscillator-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多维度自适应趋势追踪与风险管理策略-Multi-Dimensional-Adaptive-Trend-Following-and-Risk-Management-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
大悦多因子量化策略The-Great-Delight-Multifactor-Quantitative-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多因子均衡震荡器交易策略Ultimate-Balance-Oscillator-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于价格变化率与均线的量化策略Price-Change-Average-Pricing-Strategy-Based-on-Quantitative-Indicators.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
坚固趋势追踪策略Robust-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
交易时段VWMA动态价位上下穿透策略-Session-Based-VWMA-Dynamic-Level-Breakthrough-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Relative-Strength-Index-Divergences-Libertus.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
OKEX交易对信息.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
融资融币统计.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Python-机器学习之-SVM-预测买卖.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
逆转均值突破策略Reverse-Mean-Breakthrough-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
SSL通道双阶梯利润策略-SSL-Channel-Dual-Tranche-Profit-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于K线的双向突破交易策略Dual-Breakthrough-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多指标趋势跟踪与震荡预警结合策略-Multi-Indicator-Trend-Following-with-Oscillator-Alert-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
KRT凯尔特纳通道.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于日线枢轴的多空自动交易策略Automatic-Long-Short-Trading-Strategy-Based-on-Daily-Pivot-Points.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Linear-trend.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
币安多交易对价格区间提醒.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
FMEX简单排序挖矿机器人.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
价格震荡辅助判断三因子模型Three-Factors-Model-for-Price-Oscillation-Detection.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
振荡指标交易策略Reverasal-Indicator-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
ahr999定投策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于多维度指标决策的短期趋势策略Multi-indicator-Decision-Based-Short-Term-Trend-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
均线加权标准差交易策略Weighted-Standard-Deviation-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
FMZ实盘机器人自动检测重启程序微信推送.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多因子趋势追踪量化策略-Multi-Factor-Trend-Following-Quantitative-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Consolidation-Zones-Live.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
JavaScript版K线数据行情收集器.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于TSI和HMACCI指标的双边套利策略Trend-Surfing-Hedging-Strategy-Based-on-TSI-and-HMACCI-Indicators.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于WaveTrend指标的趋势追踪策略WaveTrend-Cross-LazyBear-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
要饭机器人30.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
差价监控.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
随机入场出场策略Random-Entry-and-Exit-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重指标趋势跟踪增强型量化交易策略-Multi-Indicator-Trend-Following-Enhanced-Quantitative-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
海龟量化工具-海龟原版E-比率计算.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
吕神简易波动率策略Pine语言版本.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多时间轴协同交易策略MT-Coordination-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
黄金分割波段震荡策略Fibonacci-Band-Oscillation-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
比特币和黄金5分钟震荡交易策略20Bitcoin-and-Gold-5-Minute-Scalping-Strategy-20.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Bullish-Engulfing买卖策略Bullish-Engulfing-Buy-and-Sell-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
反转PercentR连费通道策略PercentR-Reversa-Channe-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
动态支撑阻力枢轴自适应量化交易策略-Dynamic-Support-and-Resistance-Adaptive-Pivot-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Noros-值道策略v11Noros-Price-Channel-Strategy-v11.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
低波动率买入高波动率买入策略Buy-Low-Volatility-VS-Buy-High-Volatility-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
均线多空力量突破策略Volatility-Force-Breakthrough-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
价格震荡突破策略Volatility-Breakthrough-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
捕捉底部策略Bottom-Catching-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多指标组合的短线量化交易策略Multi-Indicator-Short-Term-Algorithmic-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Range-Filter-Buy-and-Sell-5min-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于月度买入日期的量化投资策略Quantitative-Investment-Strategy-Based-on-Monthly-Buy-Date.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
幽灵趋势跟踪策略业务库.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双趋势均线智能追踪投资策略Dual-Trend-Lines-Intelligent-Tracking-BTC-Investment-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
爬取币安公告自动出售将要下架币crawl-Binance-announcements-and-sell-Delist-coin.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于双移动平均线交叉的回调入场策略EintSimple-Pullback-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于多指标的趋势跟踪策略Trend-Following-Strategy-Based-on-Multiple-Indicators.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于HullMA百分比带的量化交易策略Quant-Trading-Strategy-Based-on-HullMA-Percentage-Bands.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
十五分钟图表高级交易信号策略-Advanced-15-Minute-Chart-Trading-Signal-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
跨趋势跟随套利181策略Valeria-181-Robot-Strategy-Improved-24.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于趋势追踪和ADX指标的短线交易策略Trend-Tracking-and-Short-term-Trading-Strategy-Based-on-ADX-Indicator.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
固定间距批量挂单插件.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
收益率理论波动指标量化策略Profit-rate-theory-volatility-index-quantification-strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
牛熊长线多头策略Bullish-Divergence-Short-term-Long-Trade-Finder-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多线程获取多个交易的账户信息.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Best-TradingView-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
OkEX合约-仓位管理系统.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于Z值的趋势跟踪策略-Z-Score-Trend-Following-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
现代拉盖尔变换相对强弱指标优化策略-Modern-Laguerre-Transform-Relative-Strength-Index-Optimization-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Price-Action策略Price-Action-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于双时间框架趋势追踪策略An-Advanced-Dual-Timeframe-Trend-Tracking-Strategy-for-a-Hot-Stock.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
抛物线SAR趋势追踪策略Parabolic-SAR-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
火币期货币币账户间资金划转范例.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
游离波段震荡跟踪策略Isolation-Band-Oscillation-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
各大交易所资金费率汇总.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
子辰量化无限网格交易策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
FMEX简单交易挖矿机器人.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于回测试区间Coral-Trend指标的瑞波策略Coral-Trend-Pullback-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于价格行为的机构交易策略Institutional-Trader-Strategy-Based-on-Price-Action.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
价格波动报警.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
大中小三周期跃迁策略V20_现货_测试.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
改进波浪跟踪策略Improved-Wave-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
RAVI-FX-Fisher.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多指标评分交易策略Multi-Indicator-Scoring-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于OBVCMO和Coppock曲线的交易策略OBV-CMO-and-Coppock-Curve-Based-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
金叉死叉长线多因子策略Golden-Cross-Death-Cross-Long-term-Multi-factor-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
量化交易信号追踪与多样化退出策略优化系统-Quantitative-Trading-Signal-Tracking-and-Multi-Exit-Strategy-Optimization-System.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双机制动态趋势追踪策略Dual-Mechanism-Dynamic-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Keltner通道突破回抽策略Keltner-Channel-Pullback-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Shannon-Entropy-V2.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
50资金50仓位动态平衡量化策略Dynamic-Balancing-Strategy-with-50-Funds-and-50-Positions.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于市场促进指数的交易策略Trading-Strategy-Based-on-Market-Facilitation-Index.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
函数自动容错模板.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于随机森林的趋势策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双向趋势追踪策略Dual-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
破底回补策略Bottom-Fishing-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双OTT趋势跟踪策略Twin-Optimized-Trend-Tracker-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
艾略特波浪理论4-9脉冲波自动检测交易策略-Elliott-Wave-Theory-4-9-Impulse-Wave-Automatic-Detection-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
平衡挂单策略教学.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双重指标策略Dual-Indicator-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
网格变形策略之单边网格-注释.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
币安合约BNB手续费抵扣-自动购买自动划转.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于Nadaraya-Watson的多维度整合交易策略-Multi-Dimensional-Integration-Trading-Strategy-Based-on-Nadaraya-Watson.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
趋势策略V10-公开.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
计划委托买入.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于双量化交易系统The-Dual-Quant-Trading-System.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
移位进出策略V20Shift-Exit-Strategy-v20.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多交易所集合行情-下单-策略-范例.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于CT-TTM指标的量化交易策略CT-TTM-Squeeze-Based-Quantitative-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
动态加仓策略Dynamic-Pyramiding-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于价格通道的VWAP交易策略Price-Channel-VWAP-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双时间框架趋势跟踪策略Dual-Timeframe-Trend-Tracking-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
定时下单策略Timed-Order-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于肯特纳通道和CCI指标的趋势过滤量化策略Trend-Filter-Quantitative-Strategy-Based-on-Keltner-Channels-and-CCI-Indicator.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
可变图表示例.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
跨均线多指标交易策略Parabolic-Stop-and-Reserve-Multi-Indicator-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Range-Filter-Buy-and-Sell.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Convert_Record_Cycle.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重因子反转趋势交易策略-Multi-Factor-Counter-Trend-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
分享-逐棒分析多空强弱指示器.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于波动率和回归线的多空市场机制优化策略-Volatility-and-Linear-Regression-based-Long-Short-Market-Regime-Optimization-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
各平台策略代写区块链5年专业经验低价高质量薇芯bov1107.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Deribit期权测试策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
自动交易趋势追踪动态风险管理策略-Automated-Trading-Trend-Tracking-Dynamic-Risk-Management-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
混合性的交易策略SP500-Hybrid-Seasonal-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
动态CCI支撑阻力策略Dynamic-CCI-Support-and-Resistance-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于OBV和CCI指标的趋势追踪策略OBV-and-CCI-Indicators-Based-Trend-Following-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于多指标验证的量化交易策略Quantitative-Trading-Strategy-with-Multi-Indicator-Confirmation.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
jma-dwma-by-multigrain.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
同级高低策略Same-High-Low-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
EHMA-Range-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
derbit-期权回测测试.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
马丁策略-V001.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
简单马丁格尔btc合约修改加仓倍率.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
中央跳空与趋势追踪交易策略Price-Gap-and-Trend-Following-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
彩云策略Kairou-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Flawless-Victory-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Twin-Range-Filter.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
标准上涨五浪下跌五浪策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双向趋势追踪-Renko-交易策略Dual-direction-Trend-Tracking-Renko-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重指标交叉智能型趋势交易策略-Multi-Indicator-Cross-Intelligence-Trend-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
HFT高频订单流因子.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
魔改马丁双向持仓.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
获取持仓均价你用对了吗.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
交易心理控制均衡策略Trading-Psychology-Balancing-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
GuoJian_First.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
账号内所有订单显示U本位.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
NMVOB-S.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于收盘价突破的买入策略Buy-Strategy-Based-on-Close-Price-Breakthrough.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
均线策略python版.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
单边网格.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
GBS高低点确认策略-GBS-TOP-BOTTOM-Confirmed-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
指数对冲修罗场-001.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多因子动态适应型趋势跟踪策略-Multi-Factor-Dynamic-Adaptive-Trend-Following-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双重时间框架动态支撑位交易系统-Dual-Timeframe-Dynamic-Support-Trading-System.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于斐波那契07水平的趋势突破量化交易策略-Quantitative-Trading-Strategy-Based-on-Fibonacci-07-Level-Trend-Breakthrough.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Pivot-Points-High-Low-Multi-Time-Frame.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Mobo-Bands.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多重指标趋势追踪策略-Multi-Indicator-Trend-Following-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
币安合约网格-基础版本-001.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
折线交易策略Trend-Line-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
K线连续数目牛熊判断策略-K-Consecutive-Candles-Bull-Bear-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
短期极限空头策略Extreme-Short-term-Scalping-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双重强力指标策略Double-Strong-Indicators-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
智能间隔倍投策略出售版.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
牛熊小卖部策略V10_OKex合约.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
新手上路CoinEx交易-LTC_USDT.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
干货-选币系统-选币因子.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
币安-提币范例代码.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
对冲27收益率统计系统-支持多组账号统计.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Chandelier-Exit.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
多指标结合期权交易策略-Multi-Indicator-Options-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于量化指标多空信号的多空双向交易策略Dual-directional-Trading-Strategy-Based-on-Quantitative-Indicators-Bullish-and-Bearish-Signals.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
SuperTREX.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
双重确认量化交易策略Dual-Confirmation-Quant-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
基于K线构建的多头突破策略Long-Breakthrough-Strategy-Based-on-K-Line-Construction.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
代码交易日均价乖离策略Price-Deviation-from-Daily-Average-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
测试默认参数组功能.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
动态价格通道交易策略Dynamic-Price-Channel-Trading-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
均线傻瓜版.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Bullish-Bearish-Engulfing.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
顺大势逆小势策略之代码实现及可行性分析.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
VuManChu-Cipher-B-Divergences-Strategy.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
Low-Scanner-strategy-crypto.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
海龟汤策略反趋势交易策略.md,variant_or_duplicate,other_alpha,other-alpha-2026-08-31.md
